city,county,lat,long,state,zip
HOLTSVILLE,SUFFOLK,"+40.922326","-072.637078",NY,00501
ADJUNTAS,ADJUNTAS,"+18.165273","-066.722583",PR,00601
AGUADA,AGUADA,"+18.393103","-067.180953",PR,00602
AGUADILLA,AGUADILLA,"+18.455913","-067.145780",PR,00603
MARICAO,MARICAO,"+18.172947","-066.944111",PR,00606
ANASCO,ANASCO,"+18.288685","-067.139696",PR,00610
ANGELES,UTUADO,"+18.279531","-066.802170",PR,00611
ARECIBO,ARECIBO,"+18.450674","-066.698262",PR,00612
BAJADERO,ARECIBO,"+18.444792","-066.640678",PR,00616
BARCELONETA,BARCELONETA,"+18.447092","-066.544255",PR,00617
BOQUERON,"CABO ROJO","+17.998531","-067.187318",PR,00622
"CABO ROJO","CABO ROJO","+18.062201","-067.149541",PR,00623
PENUELAS,PENUELAS,"+18.023535","-066.726156",PR,00624
CAMUY,CAMUY,"+18.477891","-066.854770",PR,00627
CASTANER,LARES,"+18.269187","-066.864993",PR,00631
ROSARIO,"SAN GERMAN","+18.113284","-067.039706",PR,00636
"SABANA GRANDE","SABANA GRANDE","+18.087322","-066.934911",PR,00637
CIALES,CIALES,"+18.336160","-066.472087",PR,00638
UTUADO,UTUADO,"+18.250027","-066.698957",PR,00641
DORADO,DORADO,"+18.436060","-066.281954",PR,00646
ENSENADA,GUANICA,"+17.969594","-066.939754",PR,00647
FLORIDA,FLORIDA,"+18.360125","-066.562311",PR,00650
GARROCHALES,ARECIBO,"+18.457254","-066.603358",PR,00652
GUANICA,GUANICA,"+17.972468","-066.898661",PR,00653
GUAYANILLA,GUAYANILLA,"+18.023280","-066.786909",PR,00656
HATILLO,HATILLO,"+18.481391","-066.808696",PR,00659
HORMIGUEROS,HORMIGUEROS,"+18.145486","-067.135323",PR,00660
ISABELA,ISABELA,"+18.480285","-067.028155",PR,00662
JAYUYA,JAYUYA,"+18.217606","-066.598306",PR,00664
LAJAS,LAJAS,"+18.015099","-067.055973",PR,00667
LARES,LARES,"+18.295952","-066.881925",PR,00669
"LAS MARIAS","LAS MARIAS","+18.252135","-066.990967",PR,00670
MANATI,MANATI,"+18.445530","-066.490268",PR,00674
MOCA,MOCA,"+18.383727","-067.080799",PR,00676
RINCON,RINCON,"+18.335781","-067.252547",PR,00677
QUEBRADILLAS,QUEBRADILLAS,"+18.453030","-066.933689",PR,00678
MAYAGUEZ,MAYAGUEZ,"+18.219023","-067.508068",PR,00680
"SAN GERMAN","SAN GERMAN","+18.113284","-067.039706",PR,00683
"SAN SEBASTIAN","SAN SEBASTIAN","+18.323600","-066.972227",PR,00685
MOROVIS,MOROVIS,"+18.316976","-066.415207",PR,00687
"SABANA HOYOS",ARECIBO,"+18.429675","-066.674506",PR,00688
"SAN ANTONIO",AGUADILLA,"+18.476196","-067.139597",PR,00690
"VEGA ALTA","VEGA ALTA","+18.435818","-066.338523",PR,00692
"VEGA BAJA","VEGA BAJA","+18.443109","-066.398302",PR,00693
YAUCO,YAUCO,"+18.061040","-066.861164",PR,00698
"AGUAS BUENAS","AGUAS BUENAS","+18.250398","-066.128450",PR,00703
AGUIRRE,GUAYAMA,"+17.992290","-066.139253",PR,00704
AIBONITO,AIBONITO,"+18.128092","-066.268717",PR,00705
MAUNABO,MAUNABO,"+18.007014","-065.898719",PR,00707
ARROYO,ARROYO,"+17.967510","-066.041380",PR,00714
MERCEDITA,PONCE,"+18.011854","-066.563721",PR,00715
PONCE,PONCE,"+18.001995","-066.607429",PR,00716
NAGUABO,NAGUABO,"+18.221390","-065.778310",PR,00718
NARANJITO,NARANJITO,"+18.298017","-066.229751",PR,00719
OROCOVIS,OROCOVIS,"+18.226862","-066.394020",PR,00720
PALMER,"RIO GRANDE","+18.364161","-065.778288",PR,00721
PATILLAS,PATILLAS,"+18.009994","-066.010572",PR,00723
CAGUAS,CAGUAS,"+18.212965","-066.058033",PR,00725
CANOVANAS,CANOVANAS,"+18.333093","-065.883864",PR,00729
CEIBA,CEIBA,"+18.264872","-065.594769",PR,00735
CAYEY,CAYEY,"+18.102967","-066.139274",PR,00736
FAJARDO,FAJARDO,"+18.359381","-065.611361",PR,00738
CIDRA,CIDRA,"+18.181469","-066.169519",PR,00739
"PUERTO REAL",FAJARDO,"+18.331958","-065.638780",PR,00740
"PUNTA SANTIAGO",HUMACAO,"+18.162156","-065.753485",PR,00741
"ROOSEVELT ROADS",CEIBA,"+18.264872","-065.594769",PR,00742
"RIO BLANCO",NAGUABO,"+18.206329","-065.743058",PR,00744
"RIO GRANDE","RIO GRANDE","+18.367347","-065.816583",PR,00745
SALINAS,SALINAS,"+17.998520","-066.264825",PR,00751
"SAN LORENZO","SAN LORENZO","+18.187584","-065.962389",PR,00754
"SANTA ISABEL","SANTA ISABEL","+17.991233","-066.395543",PR,00757
VIEQUES,VIEQUES,"+18.123347","-065.460356",PR,00765
VILLALBA,VILLALBA,"+18.120519","-066.496607",PR,00766
YABUCOA,YABUCOA,"+18.045522","-065.886988",PR,00767
COAMO,COAMO,"+18.095992","-066.350810",PR,00769
"LAS PIEDRAS","LAS PIEDRAS","+18.196576","-065.871970",PR,00771
LOIZA,LOIZA,"+18.447406","-065.899357",PR,00772
LUQUILLO,LUQUILLO,"+18.366027","-065.708138",PR,00773
CULEBRA,CULEBRA,"+18.323736","-065.296467",PR,00775
JUNCOS,JUNCOS,"+18.206489","-065.901774",PR,00777
GURABO,GURABO,"+18.259092","-065.974641",PR,00778
"COTO LAUREL",PONCE,"+18.001995","-066.607429",PR,00780
COMERIO,COMERIO,"+18.224958","-066.219885",PR,00782
COROZAL,COROZAL,"+18.304369","-066.330525",PR,00783
GUAYAMA,GUAYAMA,"+17.992290","-066.139253",PR,00784
GUAYAMA,GUAYANILLA,"+18.018822","-066.795603",PR,00785
"LA PLATA",AIBONITO,"+18.128092","-066.268717",PR,00786
HUMACAO,HUMACAO,"+18.138029","-065.788499",PR,00791
BARRANQUITAS,BARRANQUITAS,"+18.200898","-066.307236",PR,00794
"JUANA DIAZ","JUANA DIAZ","+17.997367","-066.493218",PR,00795
"ST THOMAS","SAINT THOMAS","+18.322285","-064.963715",VI,00801
CHRISTIANSTED,"SAINT CROIX","+17.734211","-064.734694",VI,00820
"ST JOHN","SAINT JOHN","+18.328160","-064.740737",VI,00830
FREDERIKSTED,"SAINT CROIX","+17.734211","-064.734694",VI,00840
KINGSHILL,"SAINT CROIX","+17.734211","-064.734694",VI,00850
"SAN JUAN","SAN JUAN","+18.465901","-066.103568",PR,00901
"FORT BUCHANAN",BAYAMON,"+18.344870","-066.166014",PR,00934
"TOA BAJA","TOA BAJA","+18.431911","-066.199692",PR,00949
"SABANA SECA","TOA BAJA","+18.457761","-066.196503",PR,00952
"TOA ALTA","TOA ALTA","+18.356795","-066.257010",PR,00953
BAYAMON,BAYAMON,"+18.326702","-066.174176",PR,00956
CATANO,CATANO,"+18.437644","-066.140407",PR,00962
GUAYNABO,GUAYNABO,"+18.428784","-066.115390",PR,00965
GUAYNABO,"SAN JUAN","+18.410462","-066.060533",PR,00968
"TRUJILLO ALTO","TRUJILLO ALTO","+18.338133","-065.989229",PR,00976
"SAINT JUST CONTRACT","TRUJILLO ALTO","+18.337004","-065.990099",PR,00978
CAROLINA,"SAN JUAN","+18.410462","-066.060533",PR,00979
CAROLINA,CAROLINA,"+18.413452","-065.977659",PR,00983
AGAWAM,HAMPDEN,"+42.140549","-072.788661",MA,01001
AMHERST,HAMPSHIRE,"+42.367092","-072.464571",MA,01002
BARRE,WORCESTER,"+42.329160","-072.139465",MA,01005
BELCHERTOWN,HAMPSHIRE,"+42.280267","-072.402056",MA,01007
BLANDFORD,HAMPDEN,"+42.177833","-072.958359",MA,01008
BONDSVILLE,HAMPDEN,"+42.206092","-072.340486",MA,01009
BRIMFIELD,HAMPDEN,"+42.108585","-072.204480",MA,01010
CHESTER,HAMPDEN,"+42.294259","-072.952776",MA,01011
CHESTERFIELD,HAMPSHIRE,"+42.392274","-072.825607",MA,01012
CHICOPEE,HAMPDEN,"+42.161492","-072.667341",MA,01013
CUMMINGTON,HAMPSHIRE,"+42.428617","-072.909841",MA,01026
EASTHAMPTON,HAMPSHIRE,"+42.368303","-072.768839",MA,01027
"EAST LONGMEADOW",HAMPDEN,"+42.062009","-072.498740",MA,01028
"EAST OTIS",BERKSHIRE,"+42.190904","-073.051661",MA,01029
"FEEDING HILLS",HAMPDEN,"+42.189335","-072.797740",MA,01030
GILBERTVILLE,WORCESTER,"+42.352554","-072.205724",MA,01031
GOSHEN,HAMPSHIRE,"+42.443837","-072.819446",MA,01032
GRANBY,HAMPSHIRE,"+42.262285","-072.504086",MA,01033
GRANVILLE,HAMPDEN,"+42.112748","-072.952003",MA,01034
HADLEY,HAMPSHIRE,"+42.356804","-072.576613",MA,01035
HAMPDEN,HAMPDEN,"+42.067614","-072.417507",MA,01036
HARDWICK,WORCESTER,"+42.347856","-072.225251",MA,01037
HATFIELD,HAMPSHIRE,"+42.387269","-072.643081",MA,01038
HAYDENVILLE,HAMPSHIRE,"+42.356410","-072.682127",MA,01039
HOLYOKE,HAMPDEN,"+42.198291","-072.642070",MA,01040
HUNTINGTON,HAMPSHIRE,"+42.313427","-072.903677",MA,01050
LEEDS,HAMPSHIRE,"+42.353838","-072.704385",MA,01053
LEVERETT,FRANKLIN,"+42.474681","-072.467543",MA,01054
LUDLOW,HAMPDEN,"+42.173276","-072.627038",MA,01056
MONSON,HAMPDEN,"+42.095323","-072.282063",MA,01057
"NORTH AMHERST",HAMPSHIRE,"+42.369562","-072.635990",MA,01059
NORTHAMPTON,HAMPSHIRE,"+42.415154","-072.769270",MA,01060
FLORENCE,HAMPSHIRE,"+42.328838","-072.845227",MA,01062
"NORTH HATFIELD",HAMPSHIRE,"+42.406697","-072.633901",MA,01066
OAKHAM,WORCESTER,"+42.346144","-072.058847",MA,01068
PALMER,HAMPDEN,"+42.176131","-072.314570",MA,01069
PLAINFIELD,HAMPSHIRE,"+42.448984","-072.958397",MA,01070
RUSSELL,HAMPDEN,"+42.177432","-072.864558",MA,01071
SHUTESBURY,FRANKLIN,"+42.471562","-072.440170",MA,01072
SOUTHAMPTON,HAMPSHIRE,"+42.230008","-072.728463",MA,01073
"SOUTH BARRE",WORCESTER,"+42.375998","-072.149388",MA,01074
"SOUTH HADLEY",HAMPSHIRE,"+42.249840","-072.581520",MA,01075
SOUTHWICK,HAMPDEN,"+42.066644","-072.541205",MA,01077
THORNDIKE,HAMPDEN,"+42.192892","-072.329574",MA,01079
"THREE RIVERS",HAMPDEN,"+42.179805","-072.517813",MA,01080
WALES,HAMPDEN,"+42.061948","-072.213598",MA,01081
WARE,HAMPSHIRE,"+42.377471","-072.548549",MA,01082
WARREN,WORCESTER,"+42.204027","-072.199439",MA,01083
"WEST CHESTERFIELD",HAMPSHIRE,"+42.390303","-072.870857",MA,01084
WESTFIELD,HAMPDEN,"+42.148690","-072.501887",MA,01085
"WEST HATFIELD",HAMPSHIRE,"+42.390583","-072.646894",MA,01088
"WEST SPRINGFIELD",HAMPDEN,"+42.125793","-072.645334",MA,01089
"WEST WARREN",WORCESTER,"+42.202887","-072.229025",MA,01092
WHATELY,FRANKLIN,"+42.442673","-072.652511",MA,01093
WHEELWRIGHT,WORCESTER,"+42.358201","-072.140846",MA,01094
WILBRAHAM,HAMPDEN,"+42.125974","-072.489988",MA,01095
WILLIAMSBURG,HAMPSHIRE,"+42.413069","-072.821653",MA,01096
WORONOCO,HAMPDEN,"+42.161743","-072.845912",MA,01097
WORTHINGTON,HAMPSHIRE,"+42.404940","-072.896133",MA,01098
SPRINGFIELD,HAMPDEN,"+42.170731","-072.604842",MA,01101
LONGMEADOW,HAMPDEN,"+42.049194","-072.567882",MA,01106
"INDIAN ORCHARD",HAMPDEN,"+42.150593","-072.512780",MA,01151
PITTSFIELD,BERKSHIRE,"+42.479475","-073.248070",MA,01201
ADAMS,BERKSHIRE,"+42.385595","-073.172166",MA,01220
"ASHLEY FALLS",BERKSHIRE,"+42.185969","-073.318695",MA,01222
BECKET,BERKSHIRE,"+42.341800","-073.103468",MA,01223
BERKSHIRE,BERKSHIRE,"+42.392900","-073.228483",MA,01224
CHESHIRE,BERKSHIRE,"+42.482125","-073.127483",MA,01225
DALTON,BERKSHIRE,"+42.470296","-073.088950",MA,01226
GLENDALE,BERKSHIRE,"+42.279292","-073.343545",MA,01229
"GREAT BARRINGTON",BERKSHIRE,"+42.299392","-073.266650",MA,01230
HINSDALE,BERKSHIRE,"+42.292370","-073.221640",MA,01235
HOUSATONIC,BERKSHIRE,"+42.291299","-073.358798",MA,01236
LANESBORO,BERKSHIRE,"+42.487569","-073.235048",MA,01237
LEE,BERKSHIRE,"+42.369856","-073.267465",MA,01238
LENOX,BERKSHIRE,"+42.459202","-073.219858",MA,01240
"LENOX DALE",BERKSHIRE,"+42.338594","-073.250891",MA,01242
MIDDLEFIELD,HAMPSHIRE,"+42.356088","-073.010448",MA,01243
"MILL RIVER",BERKSHIRE,"+42.122827","-073.253983",MA,01244
MONTEREY,BERKSHIRE,"+42.186690","-073.206498",MA,01245
"NORTH ADAMS",BERKSHIRE,"+42.426974","-073.186320",MA,01247
"NORTH EGREMONT",BERKSHIRE,"+42.198648","-073.446234",MA,01252
OTIS,BERKSHIRE,"+42.213156","-073.090434",MA,01253
RICHMOND,BERKSHIRE,"+42.233105","-073.238358",MA,01254
SANDISFIELD,BERKSHIRE,"+42.148975","-073.148610",MA,01255
SAVOY,BERKSHIRE,"+42.367341","-073.128528",MA,01256
SHEFFIELD,BERKSHIRE,"+42.314564","-073.267694",MA,01257
"SOUTH EGREMONT",BERKSHIRE,"+42.128075","-073.360890",MA,01258
SOUTHFIELD,BERKSHIRE,"+42.198712","-073.278543",MA,01259
"SOUTH LEE",BERKSHIRE,"+42.286586","-073.313274",MA,01260
STOCKBRIDGE,BERKSHIRE,"+42.304604","-073.330001",MA,01262
TYRINGHAM,BERKSHIRE,"+42.220001","-073.197865",MA,01264
"WEST STOCKBRIDGE",BERKSHIRE,"+42.360482","-073.265354",MA,01266
WILLIAMSTOWN,BERKSHIRE,"+42.642075","-073.257699",MA,01267
WINDSOR,BERKSHIRE,"+42.443726","-073.116127",MA,01270
GREENFIELD,FRANKLIN,"+42.601335","-072.623619",MA,01301
ASHFIELD,FRANKLIN,"+42.562391","-072.738152",MA,01330
ATHOL,WORCESTER,"+42.547302","-072.183903",MA,01331
BERNARDSTON,FRANKLIN,"+42.627060","-072.642888",MA,01337
BUCKLAND,FRANKLIN,"+42.573832","-072.769487",MA,01338
CHARLEMONT,FRANKLIN,"+42.594252","-072.665507",MA,01339
COLRAIN,FRANKLIN,"+42.681539","-072.822986",MA,01340
CONWAY,FRANKLIN,"+42.590824","-072.709760",MA,01341
DEERFIELD,FRANKLIN,"+42.547230","-072.607679",MA,01342
DRURY,BERKSHIRE,"+42.642666","-072.986231",MA,01343
ERVING,FRANKLIN,"+42.627072","-072.553654",MA,01344
HEATH,FRANKLIN,"+42.618011","-072.788896",MA,01346
"LAKE PLEASANT",FRANKLIN,"+42.556558","-072.518104",MA,01347
"TURNERS FALLS",FRANKLIN,"+42.621412","-072.705633",MA,01349
"MONROE BRIDGE",FRANKLIN,"+42.721456","-072.976204",MA,01350
MONTAGUE,FRANKLIN,"+42.548107","-072.486930",MA,01351
NORTHFIELD,FRANKLIN,"+42.522178","-072.624164",MA,01354
"NEW SALEM",FRANKLIN,"+42.518718","-072.534371",MA,01355
ORANGE,FRANKLIN,"+42.578325","-072.556589",MA,01364
PETERSHAM,WORCESTER,"+42.459632","-072.182962",MA,01366
ROWE,FRANKLIN,"+42.683065","-072.715667",MA,01367
ROYALSTON,WORCESTER,"+42.672182","-072.196376",MA,01368
SHATTUCKVILLE,FRANKLIN,"+42.522178","-072.624164",MA,01369
"SHELBURNE FALLS",FRANKLIN,"+42.588812","-072.758781",MA,01370
"SOUTH DEERFIELD",FRANKLIN,"+42.464522","-072.682346",MA,01373
SUNDERLAND,FRANKLIN,"+42.565346","-072.700940",MA,01375
WARWICK,FRANKLIN,"+42.667059","-072.339655",MA,01378
WENDELL,FRANKLIN,"+42.581007","-072.437179",MA,01379
"WENDELL DEPOT",FRANKLIN,"+42.553431","-072.392694",MA,01380
FITCHBURG,WORCESTER,"+42.583689","-071.816767",MA,01420
ASHBURNHAM,WORCESTER,"+42.654906","-071.920942",MA,01430
ASHBY,MIDDLESEX,"+42.446396","-071.459405",MA,01431
AYER,MIDDLESEX,"+42.446396","-071.459405",MA,01432
BALDWINVILLE,WORCESTER,"+42.601427","-072.083838",MA,01436
"EAST TEMPLETON",WORCESTER,"+42.551681","-072.029434",MA,01438
GARDNER,WORCESTER,"+42.582529","-072.025884",MA,01440
WESTMINSTER,WORCESTER,"+42.364807","-071.896868",MA,01441
GROTON,MIDDLESEX,"+42.446396","-071.459405",MA,01450
HARVARD,WORCESTER,"+42.500187","-071.575864",MA,01451
HUBBARDSTON,WORCESTER,"+42.483895","-072.011516",MA,01452
LEOMINSTER,WORCESTER,"+42.471316","-071.837509",MA,01453
LITTLETON,MIDDLESEX,"+42.446396","-071.459405",MA,01460
LUNENBURG,WORCESTER,"+42.583322","-071.752266",MA,01462
PEPPERELL,MIDDLESEX,"+42.446396","-071.459405",MA,01463
SHIRLEY,MIDDLESEX,"+42.446396","-071.459405",MA,01464
"STILL RIVER",WORCESTER,"+42.487056","-071.613078",MA,01467
TEMPLETON,WORCESTER,"+42.555059","-072.072285",MA,01468
TOWNSEND,MIDDLESEX,"+42.446396","-071.459405",MA,01469
"WEST GROTON",MIDDLESEX,"+42.446396","-071.459405",MA,01472
"WEST TOWNSEND",MIDDLESEX,"+42.446396","-071.459405",MA,01474
WINCHENDON,WORCESTER,"+42.661612","-072.047876",MA,01475
"WINCHENDON SPRINGS",WORCESTER,"+42.364807","-071.896868",MA,01477
AUBURN,WORCESTER,"+42.184835","-071.947184",MA,01501
BERLIN,WORCESTER,"+42.312900","-071.841656",MA,01503
BLACKSTONE,WORCESTER,"+42.114078","-071.799785",MA,01504
BOYLSTON,WORCESTER,"+42.300037","-071.943458",MA,01505
BROOKFIELD,WORCESTER,"+42.191690","-072.105011",MA,01506
CHARLTON,WORCESTER,"+42.132770","-071.972627",MA,01507
"CHARLTON CITY",WORCESTER,"+42.109748","-072.079455",MA,01508
"CHARLTON DEPOT",WORCESTER,"+42.364807","-071.896868",MA,01509
CLINTON,WORCESTER,"+42.413972","-071.687523",MA,01510
"EAST BROOKFIELD",WORCESTER,"+42.205311","-072.049907",MA,01515
DOUGLAS,WORCESTER,"+42.113076","-071.891139",MA,01516
"EAST PRINCETON",WORCESTER,"+42.364807","-071.896868",MA,01517
FISKDALE,WORCESTER,"+42.106405","-072.114045",MA,01518
GRAFTON,WORCESTER,"+42.203944","-071.682862",MA,01519
HOLDEN,WORCESTER,"+42.336791","-071.845316",MA,01520
HOLLAND,HAMPDEN,"+42.061063","-072.163991",MA,01521
JEFFERSON,WORCESTER,"+42.264629","-071.795442",MA,01522
LANCASTER,WORCESTER,"+42.427188","-071.911770",MA,01523
LEICESTER,WORCESTER,"+42.238192","-072.012379",MA,01524
LINWOOD,WORCESTER,"+42.364807","-071.896868",MA,01525
MANCHAUG,WORCESTER,"+42.364807","-071.896868",MA,01526
MILLBURY,WORCESTER,"+42.255642","-071.819961",MA,01527
MILLVILLE,WORCESTER,"+42.124662","-071.846943",MA,01529
"NEW BRAINTREE",WORCESTER,"+42.320938","-072.128644",MA,01531
NORTHBOROUGH,WORCESTER,"+42.322118","-071.642820",MA,01532
NORTHBRIDGE,WORCESTER,"+42.207191","-071.856807",MA,01534
"NORTH BROOKFIELD",WORCESTER,"+42.275382","-072.089338",MA,01535
"NORTH GRAFTON",WORCESTER,"+42.407556","-071.860402",MA,01536
"NORTH OXFORD",WORCESTER,"+42.166241","-071.891052",MA,01537
"NORTH UXBRIDGE",WORCESTER,"+42.364807","-071.896868",MA,01538
OXFORD,WORCESTER,"+42.109223","-071.855444",MA,01540
PRINCETON,WORCESTER,"+42.451926","-071.880057",MA,01541
ROCHDALE,WORCESTER,"+42.220085","-071.914361",MA,01542
RUTLAND,WORCESTER,"+42.383516","-071.954630",MA,01543
SHREWSBURY,WORCESTER,"+42.286992","-071.715313",MA,01545
SOUTHBRIDGE,WORCESTER,"+42.129251","-072.031155",MA,01550
"SOUTH GRAFTON",WORCESTER,"+42.176544","-071.681912",MA,01560
"SOUTH LANCASTER",WORCESTER,"+42.443539","-071.686137",MA,01561
SPENCER,WORCESTER,"+42.254837","-072.065612",MA,01562
STERLING,WORCESTER,"+42.366765","-071.939375",MA,01564
STURBRIDGE,WORCESTER,"+42.102730","-072.080996",MA,01566
UPTON,WORCESTER,"+42.175591","-071.603197",MA,01568
UXBRIDGE,WORCESTER,"+42.059736","-071.638438",MA,01569
WEBSTER,WORCESTER,"+42.135100","-071.994169",MA,01570
DUDLEY,WORCESTER,"+42.059189","-071.937037",MA,01571
WESTBOROUGH,WORCESTER,"+42.364807","-071.896868",MA,01580
"WEST BOYLSTON",WORCESTER,"+42.362783","-071.781215",MA,01583
"WEST BROOKFIELD",WORCESTER,"+42.235638","-072.172523",MA,01585
"WEST MILLBURY",WORCESTER,"+42.364807","-071.896868",MA,01586
WHITINSVILLE,WORCESTER,"+42.166554","-071.899484",MA,01588
SUTTON,WORCESTER,"+42.126575","-071.755193",MA,01590
WORCESTER,WORCESTER,"+42.265275","-071.879415",MA,01601
"CHERRY VALLEY",WORCESTER,"+42.239392","-071.878716",MA,01611
PAXTON,WORCESTER,"+42.304675","-071.892875",MA,01612
FRAMINGHAM,MIDDLESEX,"+42.446396","-071.459405",MA,01701
"VILLAGE OF NAGOG WOODS",MIDDLESEX,"+42.446396","-071.459405",MA,01718
BOXBOROUGH,MIDDLESEX,"+42.446396","-071.459405",MA,01719
ACTON,MIDDLESEX,"+42.446396","-071.459405",MA,01720
ASHLAND,MIDDLESEX,"+42.446396","-071.459405",MA,01721
BEDFORD,MIDDLESEX,"+42.446396","-071.459405",MA,01730
"HANSCOM AFB",MIDDLESEX,"+42.446396","-071.459405",MA,01731
BOLTON,WORCESTER,"+42.436043","-071.605916",MA,01740
CARLISLE,MIDDLESEX,"+42.446396","-071.459405",MA,01741
CONCORD,MIDDLESEX,"+42.446396","-071.459405",MA,01742
FAYVILLE,WORCESTER,"+42.293442","-071.502762",MA,01745
HOLLISTON,MIDDLESEX,"+42.446396","-071.459405",MA,01746
HOPEDALE,WORCESTER,"+42.127515","-071.533138",MA,01747
HOPKINTON,MIDDLESEX,"+42.446396","-071.459405",MA,01748
HUDSON,MIDDLESEX,"+42.446396","-071.459405",MA,01749
MARLBOROUGH,MIDDLESEX,"+42.446396","-071.459405",MA,01752
MAYNARD,MIDDLESEX,"+42.446396","-071.459405",MA,01754
MENDON,WORCESTER,"+42.100352","-071.546961",MA,01756
MILFORD,WORCESTER,"+42.147087","-071.528085",MA,01757
NATICK,MIDDLESEX,"+42.446396","-071.459405",MA,01760
SHERBORN,MIDDLESEX,"+42.446396","-071.459405",MA,01770
SOUTHBOROUGH,WORCESTER,"+42.296842","-071.533229",MA,01772
LINCOLN,MIDDLESEX,"+42.446396","-071.459405",MA,01773
STOW,MIDDLESEX,"+42.446396","-071.459405",MA,01775
SUDBURY,MIDDLESEX,"+42.446396","-071.459405",MA,01776
WAYLAND,MIDDLESEX,"+42.446396","-071.459405",MA,01778
WOODVILLE,MIDDLESEX,"+42.446396","-071.459405",MA,01784
WOBURN,MIDDLESEX,"+42.488595","-071.157271",MA,01801
BURLINGTON,MIDDLESEX,"+42.504844","-071.201539",MA,01803
ANDOVER,ESSEX,"+42.647991","-071.165685",MA,01810
BILLERICA,MIDDLESEX,"+42.446396","-071.459405",MA,01821
CHELMSFORD,MIDDLESEX,"+42.446396","-071.459405",MA,01824
DRACUT,MIDDLESEX,"+42.446396","-071.459405",MA,01826
DUNSTABLE,MIDDLESEX,"+42.446396","-071.459405",MA,01827
HAVERHILL,ESSEX,"+42.792639","-071.072501",MA,01830
GEORGETOWN,ESSEX,"+42.723770","-070.981298",MA,01833
GROVELAND,ESSEX,"+42.751074","-071.021437",MA,01834
LAWRENCE,ESSEX,"+42.707340","-071.161052",MA,01840
METHUEN,ESSEX,"+42.731840","-071.186915",MA,01844
"NORTH ANDOVER",ESSEX,"+42.672835","-071.087689",MA,01845
LOWELL,MIDDLESEX,"+42.446396","-071.459405",MA,01850
MERRIMAC,ESSEX,"+42.802441","-071.089600",MA,01860
"NORTH BILLERICA",MIDDLESEX,"+42.446396","-071.459405",MA,01862
"NORTH CHELMSFORD",MIDDLESEX,"+42.446396","-071.459405",MA,01863
"NORTH READING",MIDDLESEX,"+42.581332","-071.083725",MA,01864
"NUTTING LAKE",MIDDLESEX,"+42.446396","-071.459405",MA,01865
PINEHURST,MIDDLESEX,"+42.446396","-071.459405",MA,01866
READING,MIDDLESEX,"+42.537065","-071.107172",MA,01867
TEWKSBURY,MIDDLESEX,"+42.446396","-071.459405",MA,01876
TYNGSBORO,MIDDLESEX,"+42.446396","-071.459405",MA,01879
WAKEFIELD,MIDDLESEX,"+42.499891","-071.068829",MA,01880
"WEST BOXFORD",ESSEX,"+42.635443","-070.879123",MA,01885
WESTFORD,MIDDLESEX,"+42.446396","-071.459405",MA,01886
WILMINGTON,MIDDLESEX,"+42.561782","-071.173888",MA,01887
WINCHESTER,MIDDLESEX,"+42.454545","-071.148779",MA,01890
LYNN,ESSEX,"+42.461246","-070.946743",MA,01901
SAUGUS,ESSEX,"+42.472112","-070.997794",MA,01906
SWAMPSCOTT,ESSEX,"+42.513295","-070.905893",MA,01907
NAHANT,ESSEX,"+42.427296","-070.922442",MA,01908
AMESBURY,ESSEX,"+42.853539","-070.948211",MA,01913
BEVERLY,ESSEX,"+42.565145","-070.853843",MA,01915
BOXFORD,ESSEX,"+42.683256","-071.017403",MA,01921
BYFIELD,ESSEX,"+42.763216","-070.928120",MA,01922
DANVERS,ESSEX,"+42.577188","-070.949245",MA,01923
ESSEX,ESSEX,"+42.627810","-070.780576",MA,01929
GLOUCESTER,ESSEX,"+42.630011","-070.694179",MA,01930
HAMILTON,ESSEX,"+42.635443","-070.879123",MA,01936
HATHORNE,ESSEX,"+42.635443","-070.879123",MA,01937
IPSWICH,ESSEX,"+42.685710","-070.864132",MA,01938
LYNNFIELD,ESSEX,"+42.533732","-071.028775",MA,01940
MANCHESTER,ESSEX,"+42.579503","-070.755062",MA,01944
MARBLEHEAD,ESSEX,"+42.561420","-070.770768",MA,01945
MIDDLETON,ESSEX,"+42.644942","-071.087905",MA,01949
NEWBURYPORT,ESSEX,"+42.809650","-070.873196",MA,01950
NEWBURY,ESSEX,"+42.777524","-070.867246",MA,01951
SALISBURY,ESSEX,"+42.851234","-070.865667",MA,01952
PEABODY,ESSEX,"+42.536996","-070.973646",MA,01960
"PRIDES CROSSING",ESSEX,"+42.558113","-070.825743",MA,01965
ROCKPORT,ESSEX,"+42.657866","-070.618057",MA,01966
ROWLEY,ESSEX,"+42.716155","-070.892754",MA,01969
SALEM,ESSEX,"+42.512946","-070.904237",MA,01970
"SOUTH HAMILTON",ESSEX,"+42.626664","-070.851125",MA,01982
TOPSFIELD,ESSEX,"+42.661793","-070.954487",MA,01983
WENHAM,ESSEX,"+42.597691","-070.873200",MA,01984
"WEST NEWBURY",ESSEX,"+42.794140","-070.971068",MA,01985
ACCORD,PLYMOUTH,"+41.970474","-070.701357",MA,02018
BELLINGHAM,NORFOLK,"+42.076501","-071.470464",MA,02019
"BRANT ROCK",PLYMOUTH,"+42.081825","-070.643868",MA,02020
CANTON,NORFOLK,"+42.179146","-071.121185",MA,02021
COHASSET,NORFOLK,"+42.233938","-070.815826",MA,02025
